Timestamp,Cleaned PPG
1710832208331,0.0
1710832208371,0.0
1710832208414,0.0
1710832208451,0.0
1710832208492,0.0
1710832208531,0.0
1710832208572,0.0
1710832208612,0.0
1710832208652,0.0
1710832208693,0.0
1710832208732,0.0
1710832208772,0.0
1710832208813,0.0
1710832208853,0.0
1710832208894,0.0
1710832208933,0.0
1710832208973,0.0
1710832209013,0.0
1710832209054,0.0
1710832209095,0.0
1710832209134,0.0
1710832209174,0.0
1710832209214,0.0
1710832209254,0.0
1710832209295,0.0
1710832209335,0.0
1710832209375,0.0
1710832209415,0.0
1710832209455,0.0
1710832209496,0.0
1710832209535,0.0
1710832209575,0.0
1710832209616,1174384.2998973504
1710832209656,1174384.2998973504
1710832209697,1174384.2998973504
1710832209736,1174384.2998973504
1710832209776,1174384.2998973504
1710832209816,1174384.2998973504
1710832209856,1174384.2998973504
1710832209897,1174384.2998973504
1710832209936,1174384.2998973504
1710832209976,1174384.2998973504
1710832210017,1174384.2998973504
1710832210057,1102565.7881760313
1710832210098,1036120.0795876319
1710832210137,973392.852311112
1710832210177,915033.5578739964
1710832210217,859233.1717702891
1710832210257,806240.5105570001
1710832210300,753672.937666032
1710832210337,703616.3203053991
1710832210378,660343.8560160615
1710832210418,619338.464902071
1710832210458,581305.4336387024
1710832210499,545250.1023154801
1710832210538,512985.51170801674
1710832210578,478835.5014516276
1710832210621,446120.8425890126
1710832210658,419487.13487975695
1710832210700,399300.0190503835
1710832210739,377012.987627462
1710832210779,355648.4458739259
1710832210819,334517.4974858861
1710832210859,314327.824680384
1710832210900,292544.1652104093
1710832210939,270106.13612322835
1710832210979,250928.34596540686
1710832211019,232727.84856502665
1710832211059,216437.60773394117
1710832211101,202095.68620641064
1710832211140,189971.6543673291
1710832211180,179038.27951360587
1710832211220,169300.79503088212
1710832211260,158948.21143761463
1710832211302,150408.45786840376
1710832211340,142312.95693508768
1710832211380,135024.95816119201
1710832211420,126777.05187335983
1710832211461,119894.47292127041
1710832211502,114060.53160218941
1710832211541,106665.31855973834
1710832211581,95408.12046552263
1710832211621,87609.9874632163
1710832211661,80188.29966867343
1710832211702,73905.86028548237
1710832211741,67754.03684930038
1710832211781,63881.255192842335
1710832211822,59952.994337523356
1710832211862,57700.16564239981
1710832211903,54439.39197204448
1710832211942,51809.30386053445
1710832211982,49103.981117543764
1710832212022,47425.917138233315
1710832212062,45781.06153786415
1710832212103,43805.8832964804
1710832212142,42388.971333082765
1710832212183,41892.30328012677
1710832212223,41258.79619246861
1710832212263,39585.206379240844
1710832212305,33152.00037148595
1710832212343,28333.169091708027
1710832212383,25343.32594782673
1710832212423,21809.754342973232
1710832212463,19522.317836935632
1710832212504,18571.7507734932
1710832212544,18481.373934710864
1710832212584,18481.373934710864
1710832212624,18481.373934710864
1710832212664,18082.3691273015
1710832212705,17937.83378917072
1710832212744,17890.472559617832
1710832212784,17824.104230910074
1710832212827,17701.97243817663
1710832212865,17683.3481988227
1710832212906,17526.537311369088
1710832212945,17137.797538467683
1710832212985,16810.337901939172
1710832213025,16771.686855669133
1710832213065,14633.407216011547
1710832213106,11262.31620782381
1710832213145,10220.485116666183
1710832213185,10220.485116666183
1710832213226,10220.485116666183
1710832213266,10220.485116666183
1710832213308,10220.485116666183
1710832213346,10220.485116666183
1710832213386,10220.485116666183
1710832213426,10220.485116666183
1710832213467,10220.485116666183
1710832213508,10220.485116666183
1710832213547,10220.485116666183
1710832213587,10220.485116666183
1710832213627,10220.485116666183
1710832213667,10220.485116666183
1710832213708,10220.485116666183
1710832213748,10220.485116666183
1710832213788,10220.485116666183
1710832213828,10220.485116666183
1710832213868,10220.485116666183
1710832213909,10220.485116666183
1710832213948,10296.259512520395
1710832213988,10438.880313714966
1710832214028,10438.880313714966
1710832214068,10438.880313714966
1710832214110,10438.880313714966
1710832214149,10438.880313714966
1710832214189,10438.880313714966
1710832214229,10438.880313714966
1710832214269,10438.880313714966
1710832214312,10438.880313714966
1710832214350,10438.880313714966
1710832214390,11872.610958057456
1710832214430,11872.610958057456
1710832214470,11872.610958057456
1710832214511,11872.610958057456
1710832214550,11872.610958057456
1710832214590,11872.610958057456
1710832214630,11872.610958057456
1710832214671,11872.610958057456
1710832214712,11872.610958057456
1710832214751,11872.610958057456
1710832214791,11872.610958057456
1710832214831,12533.39602691494
1710832214871,13224.953397516161
1710832214912,13224.953397516161
1710832214952,13091.698357916903
1710832214992,13091.698357916903
1710832215032,13091.698357916903
1710832215072,13091.698357916903
1710832215113,13091.698357916903
1710832215152,13091.698357916903
