dataReceived,timestamp,ppg,status
1712814171925,1712814159828,2150280,0
1712814171925,1712814159868,2150271,0
1712814171925,1712814159908,2149882,0
1712814171925,1712814159948,2149969,0
1712814171925,1712814159988,2150172,0
1712814171925,1712814160029,2150626,0
1712814171925,1712814160068,2151538,0
1712814171925,1712814160108,2152249,0
1712814171925,1712814160149,2153194,0
1712814171925,1712814160189,2154121,0
1712814171925,1712814160230,2155112,0
1712814171925,1712814160269,2156265,0
1712814171925,1712814160309,2157324,0
1712814171925,1712814160349,2157134,0
1712814171925,1712814160390,2155630,0
1712814171925,1712814160431,2154208,0
1712814171925,1712814160470,2152958,0
1712814171925,1712814160510,2152178,0
1712814171925,1712814160550,2152375,0
1712814171925,1712814160590,2152845,0
1712814171925,1712814160631,2154026,0
1712814171925,1712814160670,2154423,0
1712814171925,1712814160710,2154755,0
1712814171925,1712814160751,2155513,0
1712814171925,1712814160791,2156023,0
1712814171925,1712814160832,2156994,0
1712814171925,1712814160871,2157955,0
1712814171925,1712814160911,2158741,0
1712814171925,1712814160951,2160101,0
1712814171925,1712814160994,2161102,0
1712814171925,1712814161033,2162261,0
1712814171925,1712814161072,2161693,0
1712814171925,1712814161112,2160578,0
1712814171925,1712814161152,2160197,0
1712814171925,1712814161192,2160188,0
1712814171925,1712814161233,2160298,0
1712814171925,1712814161272,2161314,0
1712814171925,1712814161313,2162370,0
1712814171925,1712814161353,2162719,0
1712814171925,1712814161393,2163850,0
1712814171925,1712814161434,2164483,0
1712814171925,1712814161473,2163270,0
1712814171925,1712814161513,2162476,0
1712814171925,1712814161553,2164074,0
1712814171925,1712814161594,2165657,0
1712814171925,1712814161635,2166833,0
1712814171925,1712814161674,2168173,0
1712814171925,1712814161714,2169714,0
1712814171925,1712814161754,2171312,0
1712814171925,1712814161794,2172404,0
1712814171925,1712814161835,2172048,0
1712814171925,1712814161875,2170986,0
1712814171925,1712814161915,2169873,0
1712814171925,1712814161955,2169173,0
1712814171925,1712814161995,2168939,0
1712814171925,1712814162036,2169237,0
1712814171925,1712814162075,2169539,0
1712814171925,1712814162115,2170299,0
1712814171925,1712814162156,2171537,0
1712814171925,1712814162196,2173005,0
1712814171925,1712814162237,2173412,0
1712814171925,1712814162276,2176094,0
1712814171925,1712814162316,2178183,0
1712814171925,1712814162356,2180967,0
1712814171925,1712814162396,2182707,0
1712814171925,1712814162438,2183831,0
1712814171925,1712814162477,2186990,0
1712814171925,1712814162517,2190405,0
1712814171925,1712814162557,2200434,0
1712814171925,1712814162597,2206455,0
1712814171925,1712814162638,2212191,0
1712814171925,1712814162677,2218095,0
1712814171925,1712814162717,2225710,0
1712814171925,1712814162757,2234187,0
1712814171925,1712814162797,2237783,0
1712814171925,1712814162838,2236110,0
1712814171925,1712814162877,2229294,0
1712814171925,1712814162918,2225244,0
1712814171925,1712814162958,2224430,0
1712814171925,1712814162998,2223235,0
1712814171925,1712814163039,2224117,0
1712814171925,1712814163078,2225198,0
1712814171925,1712814163118,2225048,0
1712814171925,1712814163158,2224082,0
1712814171925,1712814163201,2223663,0
1712814171925,1712814163239,2221857,0
1712814171925,1712814163279,2217290,0
1712814171925,1712814163319,2213090,0
1712814171925,1712814163359,2210650,0
1712814171925,1712814163399,2208956,0
1712814171925,1712814163440,2208954,0
1712814171925,1712814163479,2207915,0
1712814171925,1712814163519,2207181,0
1712814171925,1712814163559,2206116,0
1712814171925,1712814163599,2205152,0
1712814171925,1712814163641,2203146,0
1712814171925,1712814163680,2202518,0
1712814171925,1712814163720,2203155,0
1712814171925,1712814163760,2203730,0
1712814171925,1712814163800,2204125,0
1712814171925,1712814163841,2205086,0
1712814171925,1712814163880,2206623,0
1712814171925,1712814163920,2205839,0
1712814171925,1712814163960,2203880,0
1712814171925,1712814164001,2202836,0
1712814171925,1712814164042,2202799,0
1712814171925,1712814164081,2204093,0
1712814171925,1712814164121,2207877,0
1712814171925,1712814164161,2212683,0
1712814171925,1712814164201,2216629,0
1712814171925,1712814164242,2220078,0
1712814171925,1712814164281,2223322,0
1712814171925,1712814164321,2226943,0
1712814171925,1712814164362,2227733,0
1712814171925,1712814164402,2228752,0
1712814171925,1712814164443,2228295,0
1712814171925,1712814164482,2227319,0
1712814171925,1712814164522,2228560,0
1712814171925,1712814164562,2230462,0
1712814171925,1712814164602,2230942,0
1712814171925,1712814164643,2230242,0
1712814171925,1712814164683,2228225,0
1712814171925,1712814164723,2226432,0
1712814171925,1712814164763,2225313,0
1712814171925,1712814164803,2224284,0
1712814171925,1712814164844,2224086,0
1712814171925,1712814164883,2224063,0
1712814171925,1712814164923,2224358,0
1712814171925,1712814164964,2224440,0
1712814171925,1712814165004,2224546,0
1712814171925,1712814165045,2224641,0
1712814171925,1712814165084,2225243,0
1712814171925,1712814165124,2226042,0
1712814171925,1712814165164,2226864,0
1712814171925,1712814165204,2227838,0
1712814171925,1712814165245,2228784,0
1712814171925,1712814165284,2229918,0
1712814171925,1712814165325,2230618,0
1712814171925,1712814165365,2229622,0
1712814171925,1712814165405,2228089,0
1712814171925,1712814165446,2226532,0
1712814171925,1712814165485,2225251,0
1712814171925,1712814165525,2224641,0
1712814171925,1712814165565,2224469,0
1712814171925,1712814165605,2224612,0
1712814171925,1712814165647,2224760,0
1712814171925,1712814165686,2224956,0
1712814171925,1712814165726,2221636,0
1712814171925,1712814165766,2219720,0
1712814171925,1712814165806,2216345,0
1712814171925,1712814165847,2215224,0
1712814171925,1712814165886,2213020,0
1712814171925,1712814165927,2210019,0
1712814171925,1712814165967,2206368,0
1712814171925,1712814166007,2202861,0
1712814171925,1712814166048,2197346,0
1712814171925,1712814166087,2193414,0
1712814171925,1712814166127,2190237,0
1712814171925,1712814166167,2187609,0
1712814171925,1712814166207,2186141,0
1712814171925,1712814166249,2184698,0
1712814171925,1712814166288,2183518,0
1712814171925,1712814166328,2182820,0
1712814171925,1712814166368,2182106,0
1712814171925,1712814166408,2181776,0
1712814171925,1712814166449,2181784,0
1712814171925,1712814166488,2181306,0
1712814171925,1712814166529,2181031,0
1712814171925,1712814166569,2181258,0
1712814171925,1712814166609,2184068,0
1712814171925,1712814166650,2189286,0
1712814171925,1712814166689,2186609,0
1712814171925,1712814166729,2193117,0
1712814171925,1712814166769,2194967,0
1712814171925,1712814166809,2197172,0
1712814171925,1712814166851,2181892,0
1712814171925,1712814166890,2171090,0
1712814171925,1712814166930,2184065,0
1712814171925,1712814166970,2203787,0
1712814171925,1712814167010,2210954,0
1712814171925,1712814167051,2213704,0
1712814171925,1712814167091,2220527,0
1712814171925,1712814167131,2227442,0
1712814171925,1712814167171,2229725,0
1712814171925,1712814167211,2228844,0
1712814171925,1712814167252,2229143,0
1712814171925,1712814167291,2228092,0
1712814171925,1712814167331,2226668,0
1712814171925,1712814167372,2223172,0
1712814171925,1712814167412,2223795,0
1712814171925,1712814167453,2223438,0
1712814171925,1712814167492,2224018,0
1712814171925,1712814167532,2225594,0
1712814171925,1712814167572,2227955,0
1712814171925,1712814167613,2227365,0
1712814171925,1712814167654,2224260,0
1712814171925,1712814167693,2229119,0
1712814171925,1712814167733,2240812,0
1712814171925,1712814167773,2245629,0
1712814171925,1712814167813,2250190,0
1712814171925,1712814167855,2258261,0
1712814171925,1712814167894,2272500,0
1712814171925,1712814167934,2283025,0
1712814171925,1712814167974,2289363,0
1712814171925,1712814168014,2293341,0
1712814171925,1712814168055,2296303,0
1712814171925,1712814168094,2303464,0
1712814171925,1712814168135,2308369,0
1712814171925,1712814168175,2302972,0
1712814171925,1712814168215,2300740,0
1712814171925,1712814168256,2296076,0
1712814171925,1712814168295,2291059,0
1712814171925,1712814168336,2291495,0
1712814171925,1712814168375,2295623,0
1712814171925,1712814168416,2293857,0
1712814171925,1712814168457,2295337,0
1712814171925,1712814168496,2294131,0
1712814171925,1712814168536,2288210,0
1712814171925,1712814168576,2280058,0
1712814171925,1712814168616,2276790,0
1712814171925,1712814168657,2270302,0
1712814171925,1712814168696,2268870,0
1712814171925,1712814168736,2265859,0
1712814171925,1712814168776,2264419,0
1712814171925,1712814168817,2263312,0
1712814171925,1712814168858,2263471,0
1712814171925,1712814168897,2264533,0
1712814171925,1712814168937,2266129,0
1712814171925,1712814168977,2267100,0
1712814171925,1712814169017,2268074,0
1712814171925,1712814169058,2267883,0
1712814171925,1712814169097,2267894,0
1712814171925,1712814169137,2266848,0
1712814171925,1712814169178,2265697,0
1712814171925,1712814169218,2265040,0
1712814171925,1712814169259,2264643,0
1712814171925,1712814169298,2263652,0
1712814171925,1712814169338,2265659,0
1712814171925,1712814169378,2267570,0
1712814171925,1712814169418,2268504,0
1712814171925,1712814169459,2268273,0
1712814171925,1712814169498,2268637,0
1712814171925,1712814169539,2268924,0
1712814171925,1712814169579,2269123,0
1712814171925,1712814169619,2269807,0
1712814171925,1712814169660,2270426,0
1712814171925,1712814169699,2271107,0
1712814171925,1712814169739,2271898,0
1712814171925,1712814169779,2272449,0
1712814171925,1712814169819,2273040,0
1712814171925,1712814169860,2273759,0
1712814171925,1712814169900,2274434,0
1712814171925,1712814169940,2275249,0
1712814171925,1712814169980,2276177,0
1712814171925,1712814170020,2277154,0
1712814171925,1712814170061,2277744,0
1712814171925,1712814170100,2277215,0
1712814171925,1712814170140,2275607,0
1712814171925,1712814170180,2273715,0
1712814171925,1712814170221,2272066,0
1712814171925,1712814170262,2270838,0
1712814171925,1712814170301,2270109,0
1712814171925,1712814170341,2269649,0
1712814171925,1712814170381,2269123,0
1712814171925,1712814170421,2268785,0
1712814171925,1712814170462,2268369,0
1712814171925,1712814170501,2268158,0
1712814171925,1712814170541,2268162,0
1712814171925,1712814170582,2268319,0
1712814171925,1712814170622,2268825,0
1712814171925,1712814170663,2269136,0
1712814171925,1712814170702,2269517,0
1712814171925,1712814170742,2268752,0
1712814171925,1712814170782,2266591,0
1712814171925,1712814170822,2263930,0
1712814171925,1712814170863,2261378,0
1712814171925,1712814170902,2259151,0
1712814171925,1712814170942,2257649,0
1712814171925,1712814170983,2256470,0
1712814171925,1712814171023,2255506,0
1712814171925,1712814171064,2254526,0
1712814171925,1712814171103,2253729,0
1712814171925,1712814171143,2253056,0
1712814171925,1712814171183,2252792,0
1712814171925,1712814171223,2252544,0
1712814171925,1712814171264,2252548,0
1712814171925,1712814171303,2252739,0
1712814171925,1712814171344,2252985,0
1712814171925,1712814171384,2252762,0
1712814171925,1712814171424,2250786,0
1712814171925,1712814171465,2247581,0
1712814171925,1712814171504,2243453,0
1712814171925,1712814171544,2238054,0
1712814171925,1712814171584,2233534,0
1712814171925,1712814171624,2230258,0
1712814171925,1712814171665,2227457,0
1712814171925,1712814171705,2224957,0
1712814171925,1712814171745,2223150,0
1712814171925,1712814171785,2222045,0
1712814171925,1712814171825,2221336,0
1712814183987,1712814171866,2220879,0
1712814183987,1712814171905,2220748,0
1712814183987,1712814171945,2220735,0
1712814183987,1712814171985,2221179,0
1712814183987,1712814172025,2222019,0
1712814183987,1712814172067,2222747,0
1712814183987,1712814172106,2222015,0
1712814183987,1712814172146,2219754,0
1712814183987,1712814172186,2217132,0
1712814183987,1712814172226,2214678,0
1712814183987,1712814172267,2212803,0
1712814183987,1712814172306,2211764,0
1712814183987,1712814172346,2211262,0
1712814183987,1712814172387,2211005,0
1712814183987,1712814172427,2210970,0
1712814183987,1712814172468,2210960,0
1712814183987,1712814172507,2211353,0
1712814183987,1712814172547,2212042,0
1712814183987,1712814172587,2212899,0
1712814183987,1712814172627,2213862,0
1712814183987,1712814172669,2214924,0
1712814183987,1712814172708,2216232,0
1712814183987,1712814172748,2217494,0
